"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0098791","Golgi apparatus subcompartment","7/45","368/19559",1.93302133634171e-05,8.3048324079866e-05,4.67241024768756e-05,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0031984","organelle subcompartment","7/45","392/19559",2.89728238214125e-05,0.000120030270117281,6.75306419897586e-05,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0031300","intrinsic component of organelle membrane","7/45","398/19559",3.19198952547918e-05,0.000127679581019167,7.18342470343773e-05,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0030133","transport vesicle","7/45","410/19559",3.85582874467653e-05,0.000149092044794159,8.38811867262964e-05,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0031902","late endosome membrane","4/45","140/19559",0.000298334233650771,0.00111634745495127,0.000628072070843728,"3127/3123/3109/3122",4
"CC","GO:0005770","late endosome","5/45","278/19559",0.000429443899880361,0.00155673413706631,0.000875839532650736,"3127/3123/3109/972/3122",5
"CC","GO:0005640","nuclear outer membrane","2/45","28/19559",0.00188344376755486,0.00662059021322313,0.00372483296932699,"5743/85450",2
"CC","GO:0030667","secretory granule membrane","4/45","306/19559",0.00528584401924946,0.0180340560656746,0.0101462021422126,"3903/7305/10788/1536",4
"CC","GO:0042581","specific granule","3/45","160/19559",0.00592739678169944,0.0196450864764896,0.0110525894876802,"3903/1536/4069",3
"CC","GO:0070820","tertiary granule","3/45","164/19559",0.006345523928773,0.0204466882149352,0.0115035813913429,"3903/1536/4069",3
"CC","GO:0005775","vacuolar lumen","3/45","173/19559",0.0073496224323168,0.0230420595175337,0.0129637721423511,"972/10437/4069",3
"CC","GO:0030027","lamellipodium","3/45","201/19559",0.0110517135090092,0.0337368096590808,0.0189807822038385,"199/10788/221472",3
"CC","GO:0070821","tertiary granule membrane","2/45","73/19559",0.0122637002027234,0.0364766467568182,0.0205222513513859,"3903/1536",2
"CC","GO:0005581","collagen trimer","2/45","87/19559",0.0171067588324169,0.049609600614009,0.0279110275686802,"712/713",2
"MF","GO:0032395","MHC class II receptor activity","5/44","10/18352",1.56453230104749e-11,2.44067038963409e-09,1.7950949559387e-09,"3117/3118/3123/3113/3122",5
"MF","GO:0042605","peptide antigen binding","5/44","31/18352",1.01633440972012e-08,7.92740839581694e-07,5.83055003471016e-07,"3127/3117/3123/3113/3122",5
"MF","GO:0023026","MHC class II protein complex binding","4/44","16/18352",5.12080550981054e-08,2.66281886510148e-06,1.95848351076965e-06,"3123/3109/972/3122",4
"MF","GO:0023023","MHC protein complex binding","4/44","25/18352",3.50378602900295e-07,1.36647655131115e-05,1.00503336095085e-05,"3123/3109/972/3122",4
"MF","GO:0140375","immune receptor activity","6/44","135/18352",7.9517637745611e-07,2.48095029766306e-05,1.82472052932034e-05,"3117/3118/3123/972/3113/3122",6
"MF","GO:0042277","peptide binding","7/44","308/18352",7.88154339408711e-06,0.000204920128246265,0.000150717233325525,"3127/712/3117/3123/972/3113/3122",7
"MF","GO:0033218","amide binding","7/44","381/18352",3.10907968527527e-05,0.000692880615575632,0.0005096085499173,"3127/712/3117/3123/972/3113/3122",7
"MF","GO:0003823","antigen binding","5/44","168/18352",4.92788359106456e-05,0.000960937300257589,0.000706762251876365,"3127/3117/3123/3113/3122",5
"MF","GO:0030247","polysaccharide binding","2/44","25/18352",0.00162731344451179,0.0282067663715377,0.0207458673043023,"3123/3122",2
