"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0098589","membrane region","9/116","343/19559",0.000207645824313298,0.00366840956286826,0.00309647281870707,"5788/3937/962/695/5023/4067/6548/27040/8737",9
"CC","GO:0001891","phagocytic cup","3/116","27/19559",0.00053589029681965,0.00873913407121276,0.00737662756755794,"3936/51411/301",3
"CC","GO:0001726","ruffle","6/116","179/19559",0.000697818709201894,0.0105669690250573,0.00891948726047534,"3936/822/64092/5141/9260/6282",6
"CC","GO:0030027","lamellipodium","6/116","201/19559",0.00127130191766504,0.0179677337696659,0.0151664088423198,"822/9459/5880/26230/6548/960",6
"CC","GO:0043020","NADPH oxidase complex","2/116","12/19559",0.00221387521713769,0.0293338466270744,0.024760446507461,"4689/1535",2
"CC","GO:0005911","cell-cell junction","9/116","493/19559",0.00268897098837182,0.0335330499726368,0.0283049577723349,"3937/3815/963/301/6548/5777/9260/6282/27040",9
"CC","GO:0034774","secretory granule lumen","7/116","322/19559",0.0031014939591242,0.0346565846242692,0.029253323664974,"9535/51411/11240/83716/5777/240/6282",7
"CC","GO:0060205","cytoplasmic vesicle lumen","7/116","326/19559",0.0033196041556593,0.0346565846242692,0.029253323664974,"9535/51411/11240/83716/5777/240/6282",7
"CC","GO:0009897","external side of plasma membrane","8/116","417/19559",0.00342509561842096,0.0346565846242692,0.029253323664974,"5788/2207/969/3815/2206/301/5023/928",8
"CC","GO:0031983","vesicle lumen","7/116","328/19559",0.00343296357127195,0.0346565846242692,0.029253323664974,"9535/51411/11240/83716/5777/240/6282",7
"MF","GO:0005096","GTPase activator activity","9/111","275/18352",4.45289184365243e-05,0.0153624768606009,0.0140148911710745,"6001/5996/397/9459/26230/117289/80005/6000/8829",9
"MF","GO:0030695","GTPase regulator activity","9/111","307/18352",0.000103605079895053,0.0178718762818967,0.0163041678361162,"6001/5996/397/9459/26230/117289/80005/6000/8829",9
"MF","GO:0060589","nucleoside-triphosphatase regulator activity","9/111","348/18352",0.000264481171252127,0.0304153346939947,0.027747322878732,"6001/5996/397/9459/26230/117289/80005/6000/8829",9
"MF","GO:0019865","immunoglobulin binding","3/111","24/18352",0.000397307665274998,0.0342677861299686,0.0312618399782169,"2207/2206/3958",3
